ID,ISSUE,PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Fullimage,
822,,F,"Health Service Commission, Administrative costs",November,7,1961,"Nov 7, 1961",To provide for City contribution to the Health Service System for all administrative expense and to defray additional cost of coverage of retired members.,P,120492,77980,60.7,39.3,50%+1,Charter Amendment,Supervisors,November7_1961,
823,,G,Employee Property Repair Replace,November,7,1961,"Nov 7, 1961","To authorize Supervisors to provide for payment of cost of replacement or repair of equipment, property or prostheses of employees lost or damaged in the line of duty without fault.",P,127695,69298,64.8,35.2,50%+1,Charter Amendment,Supervisors,November7_1961,
824,,H,"Employees, Disciplinary Hearings",November,7,1961,"Nov 7, 1961",To provide for a method of conducting disciplinary hearings through the use of independent hearing officers.,F,89069,100982,46.9,53.1,50%+1,Charter Amendment,Supervisors,November7_1961,
825,,I,"Fox Theater, acquisition of property and land",November,7,1961,"Nov 7, 1961","Shall the City and County institute proceedings to acquire the land and improvements commonly known as the Fox Theatre property as a site for musical, cultural, artistic, convention and other public assembly purposes?",F,81100,117709,40.8,59.2,50%+1,Policy Declaration,Supervisors,November7_1961,
826,,A,"Airport Bonds $9,800,000",June,5,1962,"Jun 5, 1962","To incur a bonded indebtedness of $9,800,000 for the acquisition, construction and completion of a public parking and garage facilities and other works, for the improvement of San Francisco International Airport.",P,114592,47406,70.7,29.3,50%+1,Bond Issue,Supervisors,June5_1962,
827,,B,"Public Welfare Bonds $3,545,000",June,5,1962,"Jun 5, 1962","To incur a bonded indebtedness of $3,545,000 for the acquisition of land and construction of a building thereon, and equipment of same for the conduct and transaction of business of the Public Welfare Department.",F,89700,71024,55.8,44.2,50%+1,Bond Issue,Supervisors,June5_1962,
828,,C,"Purchasing Procedure, by Ordinance",June,5,1962,"Jun 5, 1962","Shall the Board of Supervisors, by ordinance, prescribe purchasing procedures?",P,97191,56873,63.1,36.9,50%+1,Charter Amendment,Supervisors,June5_1962,
829,,D,Police & Fire Compensation,June,5,1962,"Jun 5, 1962","Relating to the method of settling compensation of lieutenants of the Police Department, captains of the Fire Department, and pilots and marine engineers of Fireboats.",P,85513,71330,54.5,45.5,50%+1,Charter Amendment,Supervisors,June5_1962,
830,,A,"Bay Area Rapid Transit (BART) District Bonds, $792,000,000",November,6,1962,"Nov 6, 1962","To incur a bonded indebtedness of $792,000,000 for the acquisition of a Rapid Transit System pursuant to the San Francisco Rapid Transit District Act.",P,424320,274557,60.7,39.3,60%,Bond Issue,Supervisors,November6_1962,
831,,B,"Employees Affected by Technological Advances, Civil Service",November,6,1962,"Nov 6, 1962","Relates to Re-employment of permanent Civil Service employees laid off due to technological advances, automation or installation of new equipment.",P,157588,64649,70.9,29.1,50%+1,Charter Amendment,Supervisors,November6_1962,
832,,C,Amendments to Annual Salary Ordinance,November,6,1962,"Nov 6, 1962",To provide that amendments to the Annual Salary Ordinance shall refer to items rather than sections.,P,145997,64642,69.3,30.7,50%+1,Charter Amendment,Supervisors,November6_1962,
833,,D,Employee Pay Periods,November,6,1962,"Nov 6, 1962","To authorize the Board of Supervisors to provide pay periods for employees, continue present semi-monthly pay period until changed by Ordinance.",P,147534,67521,68.6,31.4,50%+1,Charter Amendment,Supervisors,November6_1962,
834,,E,Merger of Hetch Hetchy Project and Water Department,November,6,1962,"Nov 6, 1962",To provide for the merger of the Water Department and Hetch Hetchy Project upon recommendation of Public Utilities Commission and approval by the Board of Supervisors by a two-thirds vote.,P,160147,54956,74.5,25.5,50%+1,Charter Amendment,Supervisors,November6_1962,
835,,F,Suspension Procedures; Police & Fire Departments,November,6,1962,"Nov 6, 1962",To provide that the Chiefs of Police and Fire Departments may suspend a member for not more than ten days; member may appeal suspension to the respective Commission.,P,117082,99400,54.1,45.9,50%+1,Charter Amendment,Supervisors,November6_1962,
836,,G,Officers and Employees of the Parking Authority,November,6,1962,"Nov 6, 1962",To provide that officers and employees of the Parking Authority shall be members of the Retirement System; to provide that prior service may be credited upon payment of past contributions.,P,114453,97696,53.9,46.1,50%+1,Charter Amendment,Supervisors,November6_1962,
837,,H,Part-Time Employees,November,6,1962,"Nov 6, 1962",To provide maximum compensation and hours of part-time employees and formula for future adjustment of maximum compensation.,F,136108,71856,65.4,34.6,50%+1,Charter Amendment,Supervisors,November6_1962,
838,,I,Retired Employees,November,6,1962,"Nov 6, 1962",No retirement allowance shall be reduced on account of earnings in gainful occupation.,P,82118,133134,38.1,61.9,50%+1,Charter Amendment,Supervisors,November6_1962,
839,,J,Assistant Inspectors; Police Department,November,6,1962,"Nov 6, 1962","Creates rank and establishes method of setting compensation of the Assistant Inspector, Police Department; Provides a method of appointment and removal.",P,130101,79755,62,38,50%+1,Charter Amendment,Supervisors,November6_1962,
840,,K,Wage Formula; Municipal Railway (MUNI),November,6,1962,"Nov 6, 1962","To provide a formula and method for establishing wage schedules for platform employees, coach and bus operators of the Municipal Railway (MUNI).",F,82408,137941,37.4,62.6,50%+1,Charter Amendment,Supervisors,November6_1962,
841,,A,Retirement Allowance,November,5,1963,"Nov 5, 1963","To provide that retirement allowances of retired employees other than those retired for disability, shall not be reduced on account of earnings in gainful occupation.",F,97745,101600,49,51,50%+1,Charter Amendment,Supervisors,November5_1963,
842,,B,"Planning Commission, Architect, Mayor appointment",November,5,1963,"Nov 5, 1963",To provide that the Mayor must appoint an architect or a landscape architect to the Planning Commission.,F,70512,121745,36.7,63.3,50%+1,Charter Amendment,Supervisors,November5_1963,
843,,C,"Retirement Allowances, Social Security",November,5,1963,"Nov 5, 1963",To provide that persons who retire from City service and are eligible to receive social security benefits shall not have City retirement allowances reduced because of such eligibility.,F,97937,109536,47.2,52.8,50%+1,Charter Amendment,Supervisors,November5_1963,
844,,D,"Retired teachers, State Retirement",November,5,1963,"Nov 5, 1963",Adds to the definition of  'retired person' to include teachers who withdraw from the San Francisco Retirement System and retire under the State Teachers' Retirement System for Health Service System purposes.,F,70203,121678,36.6,63.4,50%+1,Charter Amendment,Supervisors,November5_1963,
845,,E,"Employees retired before July 1, 1947",November,5,1963,"Nov 5, 1963","To increase future monthly retirement allowance payments of employees who retired prior to July 1, 1947 after 20 years' service by $25.00, and for less service by a proportionately less sum.",P,106032,87260,54.9,45.1,50%+1,Charter Amendment,Supervisors,November5_1963,
846,,F,Police and Fire Parity Pay,November,5,1963,"Nov 5, 1963",To provide for parity pay in the Police and Fire Departments; to make reorganizational changes in fire prevention and investigation bureaus and the salvage corps of the Fire Department.,P,102237,101304,50.2,49.8,50%+1,Charter Amendment,Supervisors,November5_1963,
847,,G,"Health Services, Parking Authority",November,5,1963,"Nov 5, 1963",To provide that officers and employees of the Parking Authority shall be members of the Health Service System.,P,112657,76361,59.6,40.4,50%+1,Charter Amendment,Supervisors,November5_1963,
848,,H,"Boards & Commissions, members professional employ",November,5,1963,"Nov 5, 1963",To permit professional members of Boards or Commissions to accept professional employment in connection with matters of official action by his or other Boards or Commissions on the City.,F,61149,124423,33,67,50%+1,Charter Amendment,Supervisors,November5_1963,
849,,I,"Police Department, Sergeant, Compensation",November,5,1963,"Nov 5, 1963",Relating to the method of compensation for the position of Sergeant of the Police Department.,F,88390,101004,46.7,53.3,50%+1,Charter Amendment,Supervisors,November5_1963,
850,,J,"Police and Fire Department , Death Benefit of Retired Members",November,5,1963,"Nov 5, 1963",To provide for the methods prescribing the amount and conditions under which death benefits shall be paid upon the death of retired members of the Police and Fire Departments.,P,120540,71466,62.8,37.2,50%+1,Charter Amendment,Supervisors,November5_1963,
851,,A,"Street Lighting Bonds $7,000,000",June,2,1964,"Jun 2, 1964","To incur a bonded indebtedness of $7,000,000 for the improvement of street lighting in the City.",P,172972,30966,84.8,15.2,66.67%,Bond Issue,Supervisors,June2_1964,
852,,B,"Sewerage and Sewage Disposal Bonds $15,623,000",June,2,1964,"Jun 2, 1964","To incur a bonded indebtedness of $15,623,000 for the improvement of the sewerage and sewage disposal system of the City.",P,163156,36457,81.7,18.3,66.67%,Bond Issue,Supervisors,June2_1964,
853,,C,"Civil Service , Permanent Employees",June,2,1964,"Jun 2, 1964","To delete the requirement of a probationary period for permanent employees transferred due to technological advances, automation or installation of new equipment.",P,105068,83545,55.7,44.3,50%+1,Charter Amendment,Supervisors,June2_1964,
854,,D,"Employees, Evacuated during WW II",June,2,1964,"Jun 2, 1964",To allow employees to include time absent because of the Presidential Evacuation Order during World War II as service for retirement purposes upon payment of necessary contribution.,P,133790,56131,70.4,29.6,50%+1,Charter Amendment,Supervisors,June2_1964,
855,,E,"Retirement, Death Allowance, Cost of Living",June,2,1964,"Jun 2, 1964",Relating to cost of living increases or decreases in retirement and death allowances.,F,91851,100361,47.8,52.2,50%+1,Charter Amendment,Supervisors,June2_1964,
856,,A,"Log Cabin Ranch Bonds $1,300,000",November,3,1964,"Nov 3, 1964","To incur a bonded indebtedness of $1,300,000 for improvements and additions at Log Cabin Ranch, La Honda, California.",P,196246,76014,72.1,27.9,66.67%,Bond Issue,Supervisors,November3_1964,
857,,B,"School Bonds $31,465,000",November,3,1964,"Nov 3, 1964","To incur a bonded indebtedness of $31,465,000 for the acquisition, construction and completion of new school and improvements to existing schools.",P,210263,65663,76.2,23.8,66.67%,Bond Issue,Supervisors,November3_1964,
858,,C,"Fire Department Bonds $4,890,000",November,3,1964,"Nov 3, 1964","To incur a bonded indebtedness of $4,6890,000 for additions and  improvements to the plant of the fire protection system of the City.",P,206385,64474,76.2,23.8,66.67%,Bond Issue,Supervisors,November3_1964,
859,,D,"Recreation and Park Bonds $9,450,000",November,3,1964,"Nov 3, 1964","To incur a bonded indebtedness of $9,450,000 for additions to and  improvements of the recreation and park system of the City.",F,157541,111922,58.5,41.5,66.67%,Bond Issue,Supervisors,November3_1964,
860,,E,"Officers and Employees, Leaves of Absence",November,3,1964,"Nov 3, 1964",To provide employees with the right to an indefinite leave of absence when employed as a full time salaried officer or employee of an employee union.,F,121282,138204,46.7,53.3,50%+1,Charter Amendment,Supervisors,November3_1964,
